id,posttypeid,acceptedanswerid,creationdate,score,viewcount,body,owneruserid,lasteditoruserid,lasteditordisplayname,lasteditdate,lastactivitydate,title,tags,answercount,commentcount,favoritecount,communityowneddate
943,2,,2008-08-04T01:14:57.367,33,,"<p>Cool.</p>

<p>I also found the documentation regarding the E:</p>

<p><a href=""http://www.postgresql.org/docs/8.3/interactive/sql-syntax-lexical.html#SQL-SYNTAX-STRINGS"" rel=""noreferrer"">http://www.postgresql.org/docs/8.3/interactive/sql-syntax-lexical.html#SQL-SYNTAX-STRINGS</a></p>

<blockquote>
  <p>PostgreSQL also accepts ""escape"" string constants, which are an extension to the SQL standard. An escape string constant is specified by writing the letter E (upper or lower case) just before the opening single quote, e.g. E'foo'. (When continuing an escape string constant across lines, write E only before the first opening quote.) Within an escape string, a backslash character (\) begins a C-like backslash escape sequence, in which the combination of backslash and following character(s) represents a special byte value. \b is a backspace, \f is a form feed, \n is a newline, \r is a carriage return, \t is a tab. Also supported are \digits, where digits represents an octal byte value, and \xhexdigits, where hexdigits represents a hexadecimal byte value. (It is your responsibility that the byte sequences you create are valid characters in the server character set encoding.) Any other character following a backslash is taken literally. Thus, to include a backslash character, write two backslashes (\\). Also, a single quote can be included in an escape string by writing \', in addition to the normal way of ''.</p>
</blockquote>
",91,,,,2008-08-04T01:14:57.367,,,,0,,
944,1,1016,2008-08-04T01:15:38.067,24,4085,"<p>I'm maintaining a .NET 1.1 application and one of the things I've been tasked with is making sure the user doesn't see any unfriendly error notifications.</p>

<p>I've added handlers to <code>Application.ThreadException</code> and <code>AppDomain.CurrentDomain.UnhandledException</code>, which do get called. My problem is that the standard CLR error dialog is still displayed (before the exception handler is called).</p>

<p>Jeff talks about this problem on his blog <a href=""https://blog.codinghorror.com/console-apps-and-appdomain-currentdomain-unhandledexception/"" rel=""nofollow noreferrer"">here</a> and <a href=""https://blog.codinghorror.com/improved-unhandled-exception-behavior-in-net-20/"" rel=""nofollow noreferrer"">here</a>. But there's no solution. So what is the standard way in .NET 1.1 to handle uncaught exceptions and display a friendly dialog box?</p>

<p>Jeff's response was marked as the correct answer because the link he provided has the most complete information on how to do what's required.</p>
",233,567854,Ray,2019-01-20T13:46:09.923,2019-01-20T13:46:09.923,Unhandled Exception Handler in .NET 1.1,<c#><.net><exception><exception-handling>,5,0,1,
947,1,1028,2008-08-04T01:22:49.830,23,7417,"<p>I have imported the <code>kernel32</code> library. So, I have the <code>createMutex</code> function available but I am not quite sure of the various parameters and return values.</p>

<p>This is classic Visual Basic, not Visual Basic.NET but I can probably work with either language in the form of an answer.</p>
",243,1997093,Keith,2017-12-13T09:15:28.700,2018-07-20T13:07:58.787,How to use a mutex in Visual Basic,<vb6>,3,0,1,
950,2,,2008-08-04T01:29:18.307,3,,"<p>You can upgrade 6.5 to SQL Server 2000.  You may have an easier time getting a hold of SQL Server or the 2000 version of the MSDE.  Microsoft has a page on <a href=""http://www.microsoft.com/technet/prodtechnol/sql/2000/deploy/sqlugrd.mspx#EQFAC"" rel=""nofollow noreferrer"">going from 6.5 to 2000</a>.  Once you have the database in 2000 format, SQL Server 2005 will have no trouble upgrading it to the 2005 format.  </p>

<p>If you don't have SQL Server 2000, you can <a href=""http://www.microsoft.com/downloads/details.aspx?familyid=413744D1-A0BC-479F-BAFA-E4B278EB9147&amp;displaylang=en"" rel=""nofollow noreferrer"">download the MSDE 2000</a> version directly from Microsoft.</p>
",206,,,,2008-08-04T01:29:18.307,,,,0,,
951,2,,2008-08-04T01:31:31.157,30,,"<p>@Goyuix -- that's excellent for something written from memory.
tested it here -- found the connection wasn't opened. Otherwise very nice.</p>

<pre><code>using System.Data.OleDb;
...

using (OleDbConnection conn = new OleDbConnection())
{
    conn.ConnectionString = ""Provider=sqloledb;Data Source=yourServername\\yourInstance;Initial Catalog=databaseName;Integrated Security=SSPI;"";

    using (OleDbCommand cmd = new OleDbCommand())
    {
        conn.Open();
        cmd.Connection = conn;
        cmd.CommandText = ""Select * from yourTable"";

        using (OleDbDataReader dr = cmd.ExecuteReader())
        {
            while (dr.Read())
            {
                Console.WriteLine(dr[""columnName""]);
            }
        }
    }
}
</code></pre>
",49,2921691,,2016-02-07T00:43:54.210,2016-02-07T00:43:54.210,,,,0,,
971,2,,2008-08-04T02:14:59.477,4,,"<p>Encoding flash video is actually very easy with ffmpeg.  You can use one command to convert from just about any video format, ffmpeg is smart enough to figure the rest out, and it'll use every processor on your machine.  Invoking it is easy:</p>

<pre><code>ffmpeg -i input.avi output.flv
</code></pre>

<p>ffmpeg will guess at the bitrate you want, but if you'd like to specify one, you can use the -b option, so <code>-b 500000</code> is 500kbps for example.  There's a ton of options of course, but I generally get good results without much tinkering.  This is a good place to start if you're looking for more options: <a href=""http://ffmpeg.mplayerhq.hu/ffmpeg-doc.html#SEC9"" rel=""nofollow noreferrer"">video options</a>.</p>

<p>You don't need a special web server to show flash video.  I've done just fine by simply pushing .flv files up to a standard web server, and linking to them with a good swf player, like <a href=""http://flowplayer.org/"" rel=""nofollow noreferrer"">flowplayer</a>.</p>

<p>WMVs are fine if you can be sure that all of your users will always use [a recent, up to date version of] Windows only, but even then, Flash is often a better fit for the web.  The player is even extremely skinnable and can be controlled with javascript.</p>
",101,,,,2008-08-04T02:14:59.477,,,,0,,
972,1,2982,2008-08-04T02:17:51.780,540,190355,"<p>I've read that it is possible to add a method to an existing object (i.e., not in the class definition) in Python. </p>

<p>I understand that it's not always good to do so. But how might one do this?</p>
",145,2384186,eyelidlessness,2017-12-22T18:55:07.693,2018-10-21T09:29:36.127,Adding a Method to an Existing Object Instance,<python><oop><methods><monkeypatching>,17,0,279,
981,2,,2008-08-04T02:30:09.227,0,,"<p>The database will do this for you.  Look at ""select ... for update"", which is designed just for this kind of thing.  It will give you a write lock on the selected rows, which you can then commit or roll back.</p>
",116,,,,2008-08-04T02:30:09.227,,,,0,,
982,2,,2008-08-04T02:31:13.250,16,,"<p>In Python monkey patching generally works by overwriting a class or functions signature with your own. Below is an example from the <a href=""http://wiki.zope.org/zope2/MonkeyPatch"" rel=""nofollow noreferrer"">Zope Wiki</a>:</p>

<pre><code>from SomeOtherProduct.SomeModule import SomeClass
def speak(self):
   return ""ook ook eee eee eee!""
SomeClass.speak = speak
</code></pre>

<p>That code will overwrite/create a method called speak on the class. In Jeff Atwood's <a href=""https://blog.codinghorror.com/monkeypatching-for-humans/"" rel=""nofollow noreferrer"">recent post on monkey patching</a>. He shows an example in C# 3.0 which is the current language I use for work.</p>
",200,1033581,,2018-10-21T09:29:36.127,2018-10-21T09:29:36.127,,,,1,,
986,2,,2008-08-04T02:45:07.717,3,,"<p>Is this a console application or a Windows Forms application? If it's a .NET 1.1 console application this is, sadly, by design -- it's confirmed by an MSFT dev in the <a href=""https://blog.codinghorror.com/improved-unhandled-exception-behavior-in-net-20/"" rel=""nofollow noreferrer"">second blog post you referenced</a>:</p>

<blockquote>
  <p>BTW, on my 1.1 machine the example from MSDN does have the expected output; it's just that the second line doesn't show up until after you've attached a debugger (or not). In v2 we've flipped things around so that the UnhandledException event fires before the debugger attaches, which seems to be what most people expect.</p>
</blockquote>

<p>It sounds like .NET 2.0 does this better (thank goodness), but honestly, I never had time to go back and check.</p>
",1,1033581,,2018-10-21T07:24:10.050,2018-10-21T07:24:10.050,,,,0,,
990,2,,2008-08-04T02:54:15.683,1,,"<p>It's a Windows Forms application. The exceptions that are caught by Application.ThreadException work fine, and I don't get the ugly .NET exception box (<kbd>OK</kbd> to terminate, <kbd>Cancel</kbd> to debug? who came up with that??).</p>

<p>I was getting some exceptions that weren't being caught by that and ended up going to the AppDomain.UnhandledException event that were causing problems. I think I've caught most of those exceptions, and I am displaying them in our nice error box now.</p>

<p>So I'll just have to hope there are not some other circumstances that would cause exceptions to not be caught by the Application.ThreadException handler.</p>
",233,63550,,2017-08-31T22:58:03.007,2017-08-31T22:58:03.007,,,,0,,
1005,1,37042,2008-08-04T03:34:02.860,235,67972,"<p>Often while editing config files, I'll open one with vi and then when I go to save it realize that I didn't type</p>

<pre><code>sudo vi filename
</code></pre>

<p>Is there any way to give vi sudo privileges to save the file? I seem to recall seeing something about this while looking up some stuff about vi a while ago, but now I can't find it.</p>
",85,85,,2009-04-20T04:26:31.417,2018-12-11T23:21:40.697,Getting root permissions on a file inside of vi?,<linux><unix><vi>,11,1,108,
1006,2,,2008-08-04T03:39:31.163,1,,"<p>A quick Google seems to give this advice:</p>

<ol>
<li>Don't try to edit if it's read-only.</li>
<li>You might be able to change the permissions on the file. (Whether or not it will let you save is up to experimentation.)</li>
<li>If you still edited anyway, save to a temporary file and then move it.</li>
</ol>

<p><a href=""http://ubuntuforums.org/showthread.php?t=782136"" rel=""nofollow noreferrer"">http://ubuntuforums.org/showthread.php?t=782136</a></p>
",55,,,,2008-08-04T03:39:31.163,,,,0,,
1010,1,1074,2008-08-04T03:59:42.557,24,1691,"<p>I need to grab the base64-encoded representation of the ViewState. Obviously, this would not be available until fairly late in the request lifecycle, which is OK.</p>

<p>For example, if the output of the page includes:</p>

<pre><code>&lt;input type=""hidden"" name=""__VIEWSTATE"" 
  id=""__VIEWSTATE"" value=""/wEPDwUJODU0Njc5MD...=="" /&gt;
</code></pre>

<p>I need a way on the server side to get the value <code>""/wEPDwUJODU0Njc5MD...==""</code></p>

<p>To clarify, I need this value when the page is being rendered, not on PostBack. e.g. I need to know the ViewState value that is being <em>sent</em> to the client, not the ViewState I'm getting back from them.</p>
",67,567854,,2019-01-20T13:46:20.577,2019-01-20T13:46:20.577,"How to get the value of built, encoded ViewState?",<c#><asp.net>,3,0,,
1012,2,,2008-08-04T04:04:52.110,7,,"<p>Ryan's advice is generally good, however, if following step 3, don't move the temporary file; it'll have the wrong ownership and permissions. Instead, <code>sudoedit</code> the correct file and read in the contents (using <code>:r</code> or the like) of the temporary file.</p>

<p>If following step 2, use <code>:w!</code> to force the file to be written.</p>
",13,,,,2008-08-04T04:04:52.110,,,,0,,
1016,2,,2008-08-04T04:31:02.557,11,,"<p>Oh, in Windows Forms you definitely should be able to get it to work. The only thing you have to watch out for is things happening on different threads.</p>

<p>I have an old Code Project article here which should help:</p>

<p><em><a href=""http://www.codeproject.com/KB/exception/ExceptionHandling.aspx"" rel=""nofollow noreferrer"">User Friendly Exception Handling</a></em></p>
",1,63550,,2017-08-31T22:55:35.110,2017-08-31T22:55:35.110,,,,0,,
1022,2,,2008-08-04T04:45:05.367,11,,"<p>That's definitely a good way to do it.  But you if you happen to be using a database that supports LINQ to SQL, it can be a lot more fun.  It can look something like this:</p>

<pre><code>MyDB db = new MyDB(""Data Source=..."");
var q = from db.MyTable
        select c;
foreach (var c in q)
  Console.WriteLine(c.MyField.ToString());
</code></pre>
",93,,,,2008-08-04T04:45:05.367,,,,0,,
1023,2,,2008-08-04T04:45:12.497,6,,"<p>The CCNetArtifactDirectory is passed to the MSBuild by default, so you dont need to worry about it. MSBuild will place the build output in the ""bin location"" relevant to the working directory that you have specified.</p>

<pre><code>&lt;executable&gt;c:\WINDOWS\Microsoft.NET\Framework\v3.5\MSBuild.exe&lt;/executable&gt;
&lt;workingDirectory&gt;C:\data\projects\FooSolution\&lt;/workingDirectory&gt;
&lt;projectFile&gt;FooSolution.sln&lt;/projectFile&gt;
&lt;buildArgs&gt;/noconsolelogger /p:Configuration=Debug &lt;/buildArgs&gt;
</code></pre>

<p>So in the above example your build output will be put in C:\data\projects\FooSolution[ProjectName]\bin\Debug. Should you want to output to a different location you may want to look at of the  tag in CCNET.</p>

<pre><code>&lt;publishers&gt;
  &lt;xmllogger /&gt;
  &lt;buildpublisher&gt;
    &lt;sourceDir&gt;C:\data\projects\FooSolution\FooProject\bin\Debug&lt;/sourceDir&gt;
    &lt;publishDir&gt;C:\published\FooSolution\&lt;/publishDir&gt;
    &lt;useLabelSubDirectory&gt;false&lt;/useLabelSubDirectory&gt;
  &lt;/buildpublisher&gt;
&lt;/publishers&gt;
</code></pre>

<p>This will allow you to publish your output to a different location.</p>
",231,1741868,,2012-11-09T07:41:11.077,2012-11-09T07:41:11.077,,,,0,,
1024,1,171170,2008-08-04T04:48:38.013,20,921,"<p>After upgrading a rails 1.2 website to 2.1, the <a href=""http://agilewebdevelopment.com/plugins/exception_notifier"" rel=""noreferrer"">ExceptionNotifier plugin</a> no longer works, complaining about this error:</p>

<blockquote>
  <p>ActionView::TemplateFinder::InvalidViewPath:  Unprocessed view path
  found:
  ""/path/to/appname/vendor/plugins/exception_notification/lib/../views"".
  Set your view paths with #append_view_path, #prepend_view_path, or #view_paths=.</p>
</blockquote>

<p>What causes it and how do I fix it?</p>
",234,2912665,Orion Edwards,2016-12-21T04:20:18.427,2016-12-21T04:20:18.427,How do I fix 'Unprocessed view path found' error with ExceptionNotifier plugin in rails 2.1?,<ruby-on-rails><ruby><exception><plugins>,2,0,,2008-10-02T05:47:52.340
1025,2,,2008-08-04T04:48:40.697,2,,"<p>Well, based on the <a href=""http://msdn.microsoft.com/en-us/library/ms682411(VS.85).aspx"" rel=""nofollow noreferrer"">documentation</a> it looks like:</p>

<ol>
<li>Security attributes (can pass null)</li>
<li>Whether it's initially owned (can pass false)</li>
<li>The name of it</li>
</ol>

<p>HTH</p>
",77,4095830,,2014-12-15T11:38:40.307,2014-12-15T11:38:40.307,,,,0,,
1026,2,,2008-08-04T04:50:44.437,8,,"<p>This was caused by a change in rails 2.1 which prevents rails from loading views from any arbitrary path for security reasons.</p>

<p>There is now an updated version of the plugin on github, so the solution is to use that.</p>

<hr>

<p>The old solution here for posterity</p>

<p>To work around it, edit <code>init.rb</code> under your <code>vendor/plugins/exception_notification</code> directory, and add the following code to the end</p>

<pre><code>ActionController::Base.class_eval do
  append_view_path File.dirname(__FILE__) + '/lib/../views'
end
</code></pre>

<p>This adds the ExceptionNotifier plugins' views folder to the list, so it is allowed to load them.</p>
",234,234,Orion Edwards,2008-10-07T20:15:02.867,2008-10-07T20:15:02.867,,,,1,,
1028,2,,2008-08-04T04:58:40.300,8,,"<p>The VB code looks something like this:</p>

<pre><code>hMutex = CreateMutex(ByVal 0&amp;, 1, ByVal 0&amp;)
</code></pre>

<p>The first parameter is a pointer to an <code>SECURITY_ATTRIBUTES</code> structure. If you don't know what it is, you don't need it. Pass NULL (0).</p>

<p>The second parameter is <code>TRUE</code> (non-zero, or 1) if the calling thread should take ownership of the mutex. <code>FALSE</code> otherwise.</p>

<p>The third parameter is the mutex name and may be NULL (0), as shown. If you need a named mutex, pass the name (anything unique) in. Not sure whether the <code>VB</code> wrapper marshals the length-prefixed <code>VB</code> string type (<code>BSTR</code>) over to a null-terminated Ascii/Unicode string if not, you'll need to do that and numerous examples are out there.</p>

<p>Good luck!</p>
",,395659,,2013-02-07T13:22:14.680,2013-02-07T13:22:14.680,,,,0,,
1033,1,1056,2008-08-04T05:15:35.773,58,15586,"<p>Does anyone know of a simple way to retrieve the country for a given IP Address? Preferably in ISO_3166-1 format?</p>
",87,2384186,,2017-12-22T18:53:49.663,2018-02-27T05:32:26.040,How to get the Country according to a certain IP?,<ip><lookup><country>,14,2,35,
1034,2,,2008-08-04T05:21:59.660,10,,"<p>Here's a nice free service with a public API:
<a href=""http://www.hostip.info/use.html"" rel=""noreferrer"">http://www.hostip.info/use.html</a></p>
",116,,,,2008-08-04T05:21:59.660,,,,0,,
1037,1,1039,2008-08-04T05:35:52.240,32,35469,"<p>What is the best way to display <code>Flash</code> content in a <strong>C#</strong> WinForms application? I would like to create a user control (similar to the current <code>PictureBox</code>) that will be able to display images and flash content.</p>

<p>It would be great to be able to load the flash content from a <strong>stream</strong> of sorts rather than a file on disk.</p>
",231,725306,FryHard,2013-03-22T09:28:21.557,2019-02-28T19:34:47.230,Displaying Flash content in a C# WinForms application,<c#><winforms><flash><adobe><macromedia>,2,1,10,
1039,2,,2008-08-04T05:44:45.887,29,,"<p>While I haven't used a flash object inside a windows form application myself, I do know that it's possible.
In Visual studio on your toolbox, choose to add a new component.
Then in the new window that appears choose the <strong>""COM Components""</strong> tab to get a list in which you can find the <strong>""Shockwave Flash Object""</strong></p>

<p>Once added to the toolbox, simply use the control as you would use any other ""standard"" control from visual studio.</p>

<p>three simple commands are available to interact with the control:</p>

<ul>
<li>AxShockwaveFlash1.Stop()</li>
<li>AxShockwaveFlash1.Movie = FilePath &amp;
""\FileName.swf""</li>
<li>AxShockwaveFlash1.Play()</li>
</ul>

<p>which, I think, are all self explanatory.</p>

<blockquote>
  <p>It would be great to be able to load
  the flash content from a stream of
  sorts rather than a file on disk.</p>
</blockquote>

<p>I just saw you are also looking for a means to load the content from a stream,
and because I'm not really sure that is possible with the shockwave flash object I will give you another option (two actually).</p>

<p>the first is the one I would advise you to use only when necessary, as it uses the full blown <strong>""webbrowser component""</strong> (also available as an extra toolbox item), which is like trying to shoot a fly with a bazooka.
of course it will work, as the control will act as <a href=""http://visualbasic.about.com/library/courses/blecvbsbs2202.htm"" rel=""noreferrer"">a real browser window</a> (actually the internet explorer browser), but its not really meant to be used in the way you need it.</p>

<p>the second option is to use something I just discovered while looking for more information about playing flash content inside a windows form. <a href=""http://www.f-in-box.com/dotnet/#feature_flv_playing"" rel=""noreferrer"">F-IN-BOX</a> is a commercial solution that will also play content from a given website URL. (The link provided will direct you to the .NET code you have to use).</p>
",46,46,Sven,2008-08-04T06:59:42.397,2008-08-04T06:59:42.397,,,,1,,
1040,1,1044,2008-08-04T05:45:22.080,53,47536,"<p>I'm looking for a way to delete a file which is locked by another process using C#. I suspect the method must be able to find which process is locking the file (perhaps by tracking the handles, although I'm not sure how to do this in C#) then close that process before being able to complete the file delete using <code>File.Delete()</code>.</p>
",254,140328,Prakash,2011-08-20T23:34:44.577,2017-08-31T22:44:03.560,How do I delete a file which is locked by another process in C#?,<c#><file-locking>,8,1,12,
1041,1,17198991,2008-08-04T05:50:00.337,23,1133,"<p>I'm looking for a robust, easy-to-use, regular expression evaluator for native C++, either platform-independent or Windows-specific.</p>

<p>Requirements:</p>

<ul>
<li>Can't use Boost or ACE regex libraries (unfortunately)</li>
<li>Can't use .NET Regex (or any managed code)</li>
</ul>

<p>The main requirement is that it should be standalone and open.</p>
",,396458,Mark Biek,2011-12-02T18:01:27.820,2018-03-31T23:16:21.967,Easy-to-Use Regular Expression Support in C++?,<c++><regex>,10,5,2,
1042,1,1061,2008-08-04T05:51:56.683,20,7876,"<p>For instance, my query is like the following using SQL Server 2005:</p>

<pre><code>SELECT * FROM Table WHERE FREETEXT(SearchField, 'c#') 
</code></pre>

<p>I have a full text index defined to use the column SearchField which returns results when using:</p>

<pre><code>SELECT * FROM Table WHERE SearchField LIKE '%c#%'
</code></pre>

<p>I believe # is a special letter, so how do I allow FREETEXT to work correctly for the query above?</p>
",2,2641576,Chris Fournier,2014-11-25T20:40:10.517,2014-11-25T20:40:10.517,Why doesn't SQL Full Text Indexing return results for words containing #?,<sql><sql-server><sql-server-2005><indexing><full-text-search>,2,1,,
1043,2,,2008-08-04T05:59:53.000,4,,"<p>You can use this program, <a href=""http://technet.microsoft.com/en-us/sysinternals/bb896655.aspx"" rel=""nofollow noreferrer"">Handle</a>, to find which process has the lock on your file. It's a command-line tool, so I guess you use the output from that... I'm not sure about finding it programmatically.</p>

<p>If deleting the file can wait, you could specify it for deletion when your computer next starts up:</p>

<ol>
<li><p>Start <code>REGEDT32 (W2K)</code> or <code>REGEDIT (WXP)</code> and navigate to:</p>

<pre><code>HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session Manager
</code></pre></li>
<li><p>W2K and WXP</p>

<ul>
<li><p><strong>W2K:</strong><br/>Edit<br/>Add Value...<br/>Data Type: <code>REG_MULTI_SZ</code><br/>Value Name: <code>PendingFileRenameOperations</code><br/><kbd>OK</kbd></p></li>
<li><p><strong>WXP:</strong><br/>Edit<br/>New<br/>Multi-String Value<br/><kbd>enter</kbd><br/>
<code>PendingFileRenameOperations</code></p></li>
</ul></li>
<li><p>In the Data area, enter <code>""\??\"" + filename</code> to be deleted. LFNs may
be entered without being embedded in quotes. To delete <code>C:\Long Directory Name\Long File Name.exe</code>, enter the following data:</p>

<pre><code>\??\C:\Long Directory Name\Long File Name.exe
</code></pre>

<p>Then press <kbd>OK</kbd>.</p></li>
<li><p>The ""destination file name"" is a null (zero) string. It is entered
as follows:</p>

<ul>
<li><p><strong>W2K:</strong><br/>Edit<br/>Binary<br/>select Data Format: Hex<br/>click at the end of the hex string<br/>enter 0000 (four zeros)<br/><kbd>OK</kbd></p></li>
<li><p><strong>WXP:</strong><br/>Right-click the value<br/>choose ""Modify Binary Data""<br/>click at the end of the hex string<br/>enter 0000 (four zeros)<br/><kbd>OK</kbd></p></li>
</ul></li>
<li><p>Close <code>REGEDT32/REGEDIT</code> and reboot to delete the file.</p></li>
</ol>

<p><sup>(Shamelessly stolen from <a href=""http://www.pcreview.co.uk/forums/thread-1581158.php"" rel=""nofollow noreferrer"">some random forum</a>, for posterity's sake.)</sup></p>
",55,4551041,,2015-11-30T16:13:42.250,2015-11-30T16:13:42.250,,,,0,,
1044,2,,2008-08-04T06:01:52.873,35,,"<p>Killing other processes is not a healthy thing to do. If your scenario involves something like uninstallation, you could use the <a href=""http://msdn.microsoft.com/en-us/library/aa365240%28VS.85%29.aspx"" rel=""noreferrer""><strong><code>MoveFileEx</code></strong> API function</a> to mark the file for deletion upon next reboot.</p>

<p>If it appears that you really need to delete a file in use by another process, I'd recommend re-considering the actual problem before considering any solutions.</p>
",227,107625,,2012-08-22T07:15:09.167,2012-08-22T07:15:09.167,,,,1,,
1047,2,,2008-08-04T06:10:16.600,1,,"<p>Quoting a much-replicated help page about Indexing Service query language:</p>

<blockquote>
  <p>To use specially treated characters such as &amp;, |, ^, #, @, $, (, ), in a query, enclose your query in quotation marks (“).</p>
</blockquote>

<p>As far as I know, full text search in <code>MSSQL</code> is also done by the Indexing Service, so this might help.</p>
",227,395659,,2013-02-07T13:16:49.563,2013-02-07T13:16:49.563,,,,0,,
1049,2,,2008-08-04T06:12:11.447,7,,"<p>If you want to do it programatically. I'm not sure... and I'd really recommend against it.
If you're just troubleshooting stuff on your own machine, <a href=""http://technet.microsoft.com/en-us/sysinternals/bb896653.aspx"" rel=""noreferrer"">SysInternals Process Explorer</a> can help you</p>

<p>Run it, use the Find Handle command (I think it's either in the find or handle menu), and search for the name of your file. Once the handle(s) is found, you can forcibly close them.</p>

<p>You can then delete the file and so on.</p>

<p><strong>Beware</strong>, doing this may cause the program which owns the handles to behave strangely, as you've just pulled the proverbial rug out from under it, but it works well when you are debugging your own errant code, or when visual studio / windows explorer is being crap and not releasing file handles even though you told them to close the file ages ago... sigh :-)</p>
",234,,,,2008-08-04T06:12:11.447,,,,0,,
1050,2,,2008-08-04T06:14:42.690,3,,"<p>Oh, one big hack I employed years ago, is that Windows won't let you <em>delete</em> files, but it does let you <em>move</em> them.</p>

<p>Pseudo-sort-of-code:</p>

<pre><code>mv %WINDIR%\System32\mfc42.dll %WINDIR\System32\mfc42.dll.old
Install new mfc42.dll
Tell user to save work and restart applications
</code></pre>

<p>When the applications restarted (note we didn't need to reboot the machine), they loaded the new <code>mfc42.dll</code>, and all was well. That, coupled with <code>PendingFileOperations</code> to delete the old one the next time the whole system restarted, worked pretty well.</p>
",234,234,,2010-09-20T20:52:11.073,2010-09-20T20:52:11.073,,,,0,,
1051,2,,2008-08-04T06:15:30.363,15,,"<p>The typical method is as follows. You've said you want to do this in C# so here goes...</p>

<ol>
<li>If you don't know which process has the file locked, you'll need to examine each process's handle list, and query each handle to determine if it identifies the locked file. Doing this in C# will likely require P/Invoke or an intermediary C++/CLI to call the native APIs you'll need.</li>
<li>Once you've figured out which process(es) have the file locked, you'll need to safely inject a small native DLL into the process (you can also inject a managed DLL, but this is messier, as you then have to start or attach to the .NET runtime).</li>
<li>That bootstrap DLL then closes the handle using CloseHandle, etc.</li>
</ol>

<p>Essentially: the way to unlock a ""locked"" file is to inject a DLL file into the offending process's address space and close it yourself. You can do this using native or managed code. No matter what, you're going to need a small amount of native code or at least P/Invoke into the same.</p>

<p>Helpful links:</p>

<ul>
<li><em><a href=""http://www.codeproject.com/KB/threads/winspy.aspx"" rel=""nofollow noreferrer"">Three Ways to Inject Your Code into Another Process</a></em></li>
<li><em><a href=""http://damianblog.com/2008/07/02/net-code-injection/"" rel=""nofollow noreferrer"">.NET Code Injection</a></em></li>
</ul>

<p>Good luck!</p>
",,63550,user2189331,2017-08-31T22:41:04.987,2017-08-31T22:41:04.987,,,,0,,
1053,1,394225,2008-08-04T06:21:38.293,20,1610,"<p>Most mathematicians agree that:</p>

<blockquote>
  <p>e<sup>πi</sup> + 1 = 0</p>
</blockquote>

<p>However, most floating point implementations disagree. How well can we settle this dispute?</p>

<p>I'm keen to hear about different languages and implementations, and various methods to make the result as close to zero as possible. Be creative!</p>
",13,395659,Chris Jester-Young,2013-02-07T13:16:17.757,2017-05-06T03:07:58.910,"A little diversion into floating point (im)precision, part 1",<math><language-agnostic><floating-point>,10,7,2,
1054,2,,2008-08-04T06:22:18.713,10,,"<p>Here's a short list of implementations and languages I've tried. It's sorted by closeness to zero:</p>

<ul>
<li>Scheme: <code>(+ 1 (make-polar 1 (atan 0 -1)))</code>

<ul>
<li>⇒ <code>0.0+1.2246063538223773e-16i</code> (Chez Scheme, MIT Scheme)</li>
<li>⇒ <code>0.0+1.22460635382238e-16i</code> (Guile)</li>
<li>⇒ <code>0.0+1.22464679914735e-16i</code> (Chicken with <code>numbers</code> egg)</li>
<li>⇒ <code>0.0+1.2246467991473532e-16i</code> (MzScheme, SISC, Gauche, Gambit)</li>
<li>⇒ <code>0.0+1.2246467991473533e-16i</code> (SCM)</li>
</ul></li>
<li>Common Lisp: <code>(1+ (exp (complex 0 pi)))</code>

<ul>
<li>⇒ <code>#C(0.0L0 -5.0165576136843360246L-20)</code> (CLISP)</li>
<li>⇒ <code>#C(0.0d0 1.2246063538223773d-16)</code> (CMUCL)</li>
<li>⇒ <code>#C(0.0d0 1.2246467991473532d-16)</code> (SBCL)</li>
</ul></li>
<li>Perl: <code>use Math::Complex; Math::Complex-&gt;emake(1, pi) + 1</code>

<ul>
<li>⇒ <code>1.22464679914735e-16i</code></li>
</ul></li>
<li>Python: <code>from cmath import exp, pi; exp(complex(0, pi)) + 1</code>

<ul>
<li>⇒ <code>1.2246467991473532e-16j</code> (CPython)</li>
</ul></li>
<li>Ruby: <code>require 'complex'; Complex::polar(1, Math::PI) + 1</code>

<ul>
<li>⇒ <code>Complex(0.0, 1.22464679914735e-16)</code> (MRI)</li>
<li>⇒ <code>Complex(0.0, 1.2246467991473532e-16)</code> (JRuby)</li>
</ul></li>
<li>R: <code>complex(argument = pi) + 1</code>

<ul>
<li>⇒ <code>0+1.224606353822377e-16i</code></li>
</ul></li>
</ul>
",13,13,Chris Jester-Young,2008-08-25T00:36:45.890,2008-08-25T00:36:45.890,,,,1,,
1055,2,,2008-08-04T06:23:51.847,10,,"<p>try <a href=""http://www.pcre.org/"" rel=""noreferrer"">libpcre</a></p>

<p>If you're stuck on windows they have a windows port which should work. I know <a href=""http://e-texteditor.com"" rel=""noreferrer"">e-texteditor</a> uses it, so at least that's proof it works :-)</p>
",234,,,,2008-09-20T07:27:23.973,,,,0,,
1056,2,,2008-08-04T06:26:22.370,36,,"<p>A lot of people (including my company) seem to use MaxMind GeoIP.</p>

<p>They have a free version <a href=""http://dev.maxmind.com/geoip/geoip2/geolite2/"" rel=""nofollow noreferrer"">GeoLite</a> which is not as accurate as the paid version, but if you're just after something simple, it may be good enough.</p>
",234,234,,2014-10-08T00:17:40.193,2014-10-08T00:17:40.193,,,,3,,
