id,reputation,creationdate,displayname,lastaccessdate,websiteurl,location,aboutme,views,upvotes,downvotes,profileimageurl,accountid
364,24412,2008-08-05T05:33:41.430,Matt Mitchell,2017-10-05T05:16:57.727,http://MattMitchell.com.au,,"<p>You can email me at Matt@MattMitchell.com.au.</p>

<p>I also keep a technical log at <a href=""http://MattMitchell.com.au/Technical"" rel=""nofollow"">http://MattMitchell.com.au/Technical</a></p>
",1959,3604,126,,293
366,2123,2008-08-05T06:49:49.780,littlecharva,2019-02-26T19:32:08.037,http://www.twitter.com/littlecharva,,,226,84,1,,294
369,75420,2008-08-05T08:33:43.627,Blorgbeard,2019-03-02T16:20:04.660,http://stackoverflow.com/users/369/,"Vancouver, BC, Canada",,8641,5616,7423,https://i.stack.imgur.com/DHcF2.png?s=128&g=1,295
370,9471,2008-08-05T08:37:18.970,DShook,2019-03-03T04:54:35.243,http://dillonshook.com/coding,United States,"<p>Autodidact, Keyboard Hero, Zero One Infinity Advocate</p>

<p>Current stack</p>

<ul>
<li>C#</li>
<li>Javascript</li>
<li>MS Sql / MySql</li>
<li>ASP.Net MVC</li>
<li>PHP</li>
<li>ASP.Net</li>
<li>CSS / Less</li>
<li>HTML</li>
</ul>

<p>Languages from another life, aka college, include C++, C, python, bit of Java.</p>

<p><a href=""http://gibson125.deviantart.com/art/Quite-Blue-Apophysis-41000229"" rel=""nofollow"">Profile picture source</a></p>
",575,445,12,,296
371,8877,2008-08-05T09:14:27.257,Dave Anderson,2019-03-02T22:25:10.917,http://uk.linkedin.com/in/davecanderson,"Sydney, Australia","<h1>SOreadytohelp</h1>
",835,829,31,,297
372,79251,2008-08-05T09:16:41.183,Jon Limjap,2019-02-26T07:26:09.407,http://jonlimjap.net,"Manila, Philippines","<p>Technical Advisor at <a href=""http://pageuppeople.com"" rel=""nofollow noreferrer"">PageUp</a>. Mainly doing C#/.NET, but also did some iOS/Objective-C and Java/GWT in a previous life. Focusing on distributed applications nowadays.</p>

<p><a href=""http://mvp.microsoft.com/en-us/mvp/Jacinto%20Alarcon%20Limjap-4025208"" rel=""nofollow noreferrer"">Microsoft MVP</a> since 2009, latest for Visual Studio &amp; Development Technologies. I also lead the <a href=""http://facebook.com/groups/phinug"" rel=""nofollow noreferrer"">Philippine .NET Users Group(PHINUG)</a>.</p>
",6921,2875,223,https://i.stack.imgur.com/jJ39O.jpg?s=128&g=1,298
373,20251,2008-08-05T09:37:52.467,urini,2017-12-18T16:13:22.570,,Israel,,741,53,1,,299
375,933,2008-08-05T09:55:57.237,Danny Whitt,2019-01-27T14:30:15.717,,United States,"<p>Not a real doctor.</p>
",138,240,21,,300
376,2729,2008-08-05T09:58:37.917,davewasthere,2019-02-27T10:36:09.740,http://www.davewasthere.com,Australia,"<p>Kiwi software-dev contracting and living in Australia (mostly).
Working with predominantly M$ technologies; ASP.Net, C#, SQL Server. But have wide exposure to a lot of other tech throughout career. (Electronics, Networking, Aircraft, Security System, Education)</p>
",264,354,11,,301
377,26355,2008-08-05T10:01:14.403,ZombieSheep,2019-02-27T11:58:45.800,http://zombiesheep.co.uk,"Leeds, United Kingdom","<p>UK based .Net developer and gadget freak.</p>

<p><a href=""http://twitter.com/zombiesheep"" rel=""nofollow"">My tweets</a> | <a href=""http://meta.stackexchange.com/questions/7237/how-does-reputation-work"">About reputation on StackOverflow</a></p>

<p><a href=""http://windowsmobility.co.uk"" rel=""nofollow"">Windows Mobility Blog</a></p>
",1616,877,23,,302
378,667,2008-08-05T10:01:49.143,Krishna Gopalakrishnan,2018-07-29T18:47:46.360,,"Sunnyvale, CA","<p>Loves technology, coding. Googler.</p>
",91,63,5,,303
379,741,2008-08-05T10:03:38.423,geocoin,2014-12-12T10:23:37.150,http://www.stackoverflow.com,United Kingdom,"<p>some code monkey that uses predominantly C++ on windows platforms.</p>
<p>
have worked for companies such as ntl broadcast(an ex UK Telco now renamed and nothing to do with CATV) Honeywell (an experience never to be repeated) and McLaren Electronics, doing whizzy F1 telemetry type stuff (cool!)
now works in a small place, producing legal Database UI software while trying to think up an interesting handheld game concept or trying to hack some hardware beyond recognition. </p>",5586,213,6,,304
380,8757,2008-08-05T10:39:18.677,Vaibhav,2017-03-21T17:19:07.273,http://blog.gadodia.net,"Gurgaon, India",,1200,430,46,,305
381,8487,2008-08-05T10:39:26.353,David,2019-02-14T10:48:45.137,,"London, United Kingdom","<p>Software developer currently programming in VB.NET and ASP.NET</p>
",704,910,60,,306
382,1846,2008-08-05T10:40:04.900,skfd,2019-03-01T16:42:42.553,,"Kiev, Kyiv city, Ukraine",,154,218,5,,307
383,34801,2008-08-05T10:46:37.323,GateKiller,2019-03-01T15:30:53.917,http://gatekiller.co.uk,United Kingdom,"I am a Web Developer working in the UK, developing web applications in ASP.NET C#.

Click me",3384,1187,238,,308
384,4348,2008-08-05T11:03:36.943,Adhip Gupta,2018-12-01T21:56:57.237,http://adhipg.in,"Brighton, United Kingdom","<p>Trying to figure that out!<p><a href=""http://twitter.com/adhipg"" rel=""nofollow"">@adhipg</a></p><p><a href=""http://github.com/adhipg"" rel=""nofollow"">GitHub</a></p></p>
",897,360,8,,309
389,1160,2008-08-05T11:44:29.653,jake,2018-05-09T00:56:53.407,http://stackoverflow.com/users/389/,Uganda,,354,138,3,,310
390,3868,2008-08-05T11:53:49.650,Antonio Haley,2019-02-28T18:14:36.730,http://www.daehrednud.com,"Hollywood, FL",I'm a language agnostic programmer with quite a few years under his belt.,191,335,10,,311
391,1186,2008-08-05T12:27:15.200,Paul,2019-03-02T23:13:49.477,,Luxembourg,,87,77,2,,312
392,68499,2008-08-05T12:29:07.210,Dan Herbert,2019-01-25T02:35:52.497,http://dan.herbert.io,"San Francisco Bay Area, CA, USA","<p>I like to code.</p>
",3674,1795,79,,313
394,19134,2008-08-05T12:36:16.930,PabloG,2017-06-09T21:01:30.660,,Argentina,,666,132,5,,315
395,828,2008-08-05T12:45:51.760,qrush,2016-12-09T20:12:12.027,http://quaran.to,United States,,232,6,1,,316
396,20188,2008-08-05T12:46:44.957,Bryan Denny,2019-03-01T20:12:29.787,http://www.bryandenny.com,"Mount Airy, NC, United States","<p>Currently web (C#/ASP.NET) programmer for a printing business.<br><br>
Former computer science college student with a strong background in Java and C#.
<br><br>
I'm a <strong>moderator</strong> on the <a href=""http://android.stackexchange.com/"">Android StackExchange</a>.  I own a G1 running CM5 and a Motorola Droid running CM6.  I also own a rooted Nook Color and a wifi Motorola Xoom. I currently use a rooted Galaxy Nexus as my main device.
<br/><br/>
You can also find me on <a href=""http://www.twitter.com/mandlar"" rel=""nofollow noreferrer"">Twitter</a>.
<br/><br/>
I'm also a new Android developer.  Check out my tipping calculator app called ""Tippy Tipper"" or my car dock app called ""Car Dashboard"" <a href=""http://www.mandaria.net"" rel=""nofollow noreferrer"">here</a>. The source code for ""Tippy Tipper"" can be found <a href=""http://code.google.com/p/tippytipper/"" rel=""nofollow noreferrer"">here</a>.</p>
",2178,1324,47,https://www.gravatar.com/avatar/3497d52dba17d86666a7bc82a2243c07?s=256&d=identicon&r=PG,317
398,2163,2008-08-05T12:58:30.643,Tarks,2019-03-01T14:32:09.010,http://N/A,United Kingdom,"<p>Awesome programmer in training ^_^</p>
",418,53,9,,318
399,2545,2008-08-05T13:08:21.077,titanous,2018-03-09T17:45:22.113,https://titanous.com,,,240,61,15,https://i.stack.imgur.com/FEhIQ.jpg?s=128&g=1,319
400,347,2008-08-05T13:08:52.497,dustin,2019-03-02T15:31:03.190,,"Pittsburgh, PA, United States","<p>Software development leader, primarily C# &amp; SQL.</p>
",98,112,9,,320
402,13363,2008-08-05T13:24:03.870,Steve Willard,2017-10-21T23:39:32.377,http://www.stevewillard.com,United States,"Math, Code, Cheesecake",293,15,1,,321
403,307,2008-08-05T13:31:58.657,elgrego,2018-04-09T19:52:40.470,http://www.elgrego.org,"Stockholm, Sweden","<p>Darling, Im damned if I know...</p>
",121,62,3,,322
404,14599,2008-08-05T13:34:59.370,Chris Farmer,2019-03-03T04:18:07.863,http://cfarmerga.myopenid.com/,"Nashville, TN","Always happy, never blue.",2230,2447,593,,323
406,1130,2008-08-05T13:38:24.543,Mark Norgren,2019-03-01T15:50:07.537,http://marknorgren.com,United States,"<p>iOS Engineer. Software Engineer.  Embedded C Software.</p>
",236,434,17,,324
407,190,2008-08-05T13:47:10.857,Grant,2011-09-09T17:58:26.657,,,,52,10,1,,325
409,8836,2008-08-05T13:53:20.410,Brian Deacon,2019-03-01T18:05:01.433,,United States,,278,72,42,,326
410,5310,2008-08-05T13:55:13.603,cynicalman,2018-10-10T22:35:24.637,http://blog.geeksmithology.com,"Calgary, Canada","<p>Pragmatic developer, mostly in Java, but some Ruby, Perl, and C# sprinkled in the career.</p>
",291,257,21,,327
411,3235,2008-08-05T14:10:01.203,Calvin Allen,2019-03-01T22:28:31.877,https://www.calvinallen.net,"Columbus, OH",,468,311,30,,328
412,838,2008-08-05T14:16:36.103,somas1,2019-02-23T16:02:34.047,http://None,United States,                  .,99,278,0,,329
414,13450,2008-08-05T14:32:06.307,Stu,2019-02-26T17:39:48.490,http://None.,"Sacramento, CA, United States","<p>Me? I turned my programming hobby into my profession in 1994, and I have gotten really, really good at it. The downside is that it has left me without any good hobbies.</p>

<p>I write excellent front ends. I like to pay all the taxes to make it good, localizable, testable, task-based, consistent, and other interesting adjectives – whereas your average Enterprisy web interface just makes me twitch.</p>

<p>But people have a way of finding out I am the only one at hand with experience in bleeding edge, obscure and weird things… so an hour later, I am suddenly working on background services, connection pool balancers, clustering, evaluating the newest Entity Framework, coding check-in policies, retrofitting mocking, porting ancient code from Fortran, diagnosing a SAN, and so on. My inner MacGyver approves.</p>

<p>Then those things taper off and I gravitate towards more Architecty things: evaluate new version of X, or find a library to do Y, or refactor huge project to fix 2 circular references (or maybe 800). more commonly, a lot of them). There is fun in going from “finds lots of issues in code reviews” to “writes the coding standards” to “full-codebase overhaul” to “defines life cycle” and “re-did the build from scratch” and “found a way to integrate 12,000 unit tests”. Note to self: demand raise next time.</p>

<p>Inevitably, we go from moving things to making things move faster. As much as I hate premature unfocused optimization, or  throwing hardware at a problem because it almost always actually works, some times are SHOWPLAN times. I have taken a Fortune-low-number data warehouse from “cannot do daily reports because the transform takes 40 hours, we are all going to get fired” to “refreshes every hour with time to spare”. Yes, that is fun.</p>

<p>I do not do “Big Data”. Half the people that use that term have no idea what it means, and the other half is lying their collective behinds off to puff their resume and cash in on the fad. So I’ve taken to call what I do “Lots of Data” instead. Usually it’s “Looots of Small Bits of Data”. Sooner or later I end up owning (run the systems) for 5-50TB. THAT is real.</p>

<p>I love agile and am deft at defending it from the many that do not like it. It structurally forces ownership and that truly motivates and improves. It makes people care. Without it you get, well… Oracle.</p>

<p>I breathe data warehouses, cubes, migrations, spatial data, partitioning, monte carlo, scale out, cloud and more. I’ve tackled – nay, spanked – the vagaries of health care, energy, and telecom.</p>

<p>The above is not a resume, just personal observations. I hope it amused you and spoke to you. If so, you should seriously consider giving me a lot of money to make your software and your life much better. And after that, you should give me a lot of money to me a lot of money to make your software and your life much better.</p>
",930,617,162,,330
415,5528,2008-08-05T14:37:16.327,Steve Tranby,2019-03-02T20:33:52.080,http://www.stevetranby.com,"Colorado, USA","<p><strong>Star Command Galaxies</strong> (<a href=""http://store.steampowered.com/app/402160/Star_Command_Galaxies/"" rel=""nofollow noreferrer"">Steam</a>)</p>

<blockquote>
  <p>Focused my part-time help on this game mostly on low-level rendering with Unity. Mesh generation, chunking maps, packing textures, and other improvements to the projected pixel art rendering pipeline. </p>
</blockquote>

<p><strong>Star Command</strong> (<a href=""https://itunes.apple.com/us/app/star-command/id632079234?mt=8"" rel=""nofollow noreferrer"">iOS</a> / <a href=""https://play.google.com/store/apps/details?id=com.starcommand.scgame&amp;hl=en"" rel=""nofollow noreferrer"">Android</a>) </p>

<blockquote>
  <p>As the sole programmer on a team with two artists (who came to me with the idea) I handled the development, managing the asset pipeline, and preparing the game for launch on the iOS, and later Google/Amazon, App Store(s).</p>
</blockquote>

<p><strong>Snooz Alarm</strong> (<a href=""http://itunes.apple.com/us/app/alarm-clock-music-sleep-timer/id364942039?mt=8"" rel=""nofollow noreferrer"">iOS</a>)</p>

<blockquote>
  <p>My other released app I made mainly for myself, but others found a use for it. The claim to fame was allowing music alarm to occur after many hours keeping it running in the background.</p>
</blockquote>

<p><strong>Naval Fight</strong> (<a href=""http://itunes.apple.com/us/app/naval-fight/id334183810?mt=8"" rel=""nofollow noreferrer"">iPhone</a>)</p>

<blockquote>
  <p>Wrote this game as my first real iPhone project to learn Objective-C, XCode, the SDK, and various APIs. </p>
</blockquote>
",379,689,9,,331
416,615,2008-08-05T14:37:26.873,Daniel,2019-02-28T08:30:27.823,http://danielph.in,"Perth, Australia",,231,235,12,https://www.gravatar.com/avatar/c55e821024cc27594f628a899ac0b67b?s=256&d=identicon&r=PG,332
417,3009,2008-08-05T14:45:33.050,y0mbo,2019-03-02T16:27:49.490,http://john.uhri.com,"South Elgin, IL","<p>Senior software developer and IT Manager. Currently writing most of the codes in C#, but I've dabbled in Ruby on Rails and Javascript in the past.</p>
",484,211,16,,333
418,861,2008-08-05T14:46:44.747,Darren Steinweg,2017-06-06T20:07:14.350,https://dsteinweg.com,"Minneapolis, Minnesota, United States","<p>I work primarily with ASP.NET and related web technologies.</p>
",118,49,2,,334
419,97741,2008-08-05T14:48:22.980,Kev,2019-03-01T18:20:31.853,,"Greater Perthshire, Scotland","<h3><strong><em>Actively looking for freelance work</em></strong></h3>

<h3>About Me:</h3>

<p>I'm a professional software developer and have spent my time building provisioning and web based self-service systems for IIS, Apache and Citrix XenServer, amongst other things. 
<br/>
<br/>
My <a href=""http://careers.stackoverflow.com/kev"">Curriculum Vitae</a> can be viewed on Stack Overflow Careers (might be a bit out of date).
<br/>
<br/>
Stuff I like to listen to at <a href=""http://www.last.fm/user/cosmicklev"" rel=""nofollow noreferrer"">last.fm</a>
<br />
<br />
You can get in touch here: kevin.e.kenny #@# gmail.com (you know what to do with the # and spaces). 
<p>
Also not ashamed to admit I like trains, mostly diesels, late Era 8 (BR Sectorisation) and Era 9 onwards :) I'm also interested in signalling if anyone from Network Rail is looking this far down ;)</p>
",30777,4879,2406,https://i.stack.imgur.com/dySwp.jpg?s=128&g=1,335
420,2142,2008-08-05T14:55:15.447,Alex,2018-03-27T23:53:37.293,http://twitter.com/alexmchale,"Springfield, MO","<p>I'm a rubyist working for Gemini SBS.</p>
",410,9,2,,336
422,59638,2008-08-05T15:11:55.337,Chris Bunch,2018-12-20T17:46:30.813,http://www.byzantinereality.com,"Mountain View, CA","<p>I'm a software engineer at Google in Mountain View, California. I love programming and learning new programming languages.</p>

<p>Some open source projects I've been involved in:</p>

<p><a href=""http://github.com/AppScale/appscale"" rel=""nofollow"">AppScale</a> - an open source implementation of the Google App Engine APIs. Runs App Engine apps written in Python, Java, Go, or PHP over Amazon EC2, Google Compute Engine, Eucalyptus, Xen, or KVM.</p>

<p><a href=""http://active-cloud-db.appspot.com/"" rel=""nofollow"">Active Cloud DB</a> - a software-as-a-service that exposes a REST API to any of the databases that AppScale supports (e.g., HBase, Cassandra, MongoDB) or the Datastore that App Engine supports.</p>

<p><a href=""http://neptune-lang.appspot.com/"" rel=""nofollow"">Neptune</a> - a domain specific language that automatically configures and deploys high performance computing apps over AppScale. Run your MPI, MapReduce, X10, and other codes automatically over EC2 without needing to know how to start them and configure them!</p>
",2269,1925,31,,337
423,4422,2008-08-05T15:24:44.717,Brandon Wood,2019-03-02T22:46:48.510,https://bcwood.me,"Anchorage, AK, United States","<p>Web developer (primarily .NET &amp; SQL Server, w/ some PHP, mySQL, WordPress on the side)</p>
",339,766,30,https://i.stack.imgur.com/fEOZ7.jpg,338
424,415,2008-08-05T15:26:06.930,Friend Of George,2019-03-01T19:54:45.600,https://www.reverbnation.com/bringmeaminstrel,"Nashville, Tennessee, United States","<p>Programmer / Musician / Family Man</p>
",180,265,7,,339
425,4468,2008-08-05T15:31:37.183,Owen,2019-03-01T07:02:36.140,http://enginechris.wordpress.com/,"Leeds, AL","Leeds based c#/asp.net developer. See:

<ul>
<li>
	My current open source project -  Less Css for .NET
</li>
<li>
	My Blog - EngineChris
</li>
</ul>

Feel free to contact me at: <br />
<b>E:</b> chris.j.owen@hotmail.co.uk <br />
<b>Skype:</b> christopher.john.owen <br />
<b>T:</b> 07886711645",514,125,26,,340
426,4265,2008-08-05T15:31:51.537,bugmagnet,2019-02-25T15:02:38.090,http://codeaholic.blogspot.com,Australia,"<p>Software Engineer. Over 20 years experience in programming and user-support.<br /><br />
Working full-time for <a href=""http://q-metrics.com.au/"" rel=""nofollow noreferrer"">q-metrics</a>. <br /><br />Research assistant / librarian for, and contributor to, the <a href=""http://hopl.info"" rel=""nofollow noreferrer"">History of Programming Languages (HOPL)</a>. </p>
",1914,931,9,,341
428,3233,2008-08-05T16:12:27.447,Sam,2019-03-01T21:02:01.303,http://sam.xnet.tk,"Ipswich, United Kingdom","<p>Web developer from Ipswich, UK</p>
",249,593,24,https://www.gravatar.com/avatar/d05bf9ac2d3b972d1c13e4c737a8bc65?s=128&d=identicon&r=PG&f=1,342
429,59778,2008-08-05T16:44:40.797,Patrick,2019-02-22T02:19:52.910,http://careers.stackoverflow.com/patcar,"San Francisco, CA",,2440,257,157,,343
430,5948,2008-08-05T16:45:35.723,jj33,2019-02-23T17:21:58.697,http://www.jetmore.org/john/,United States,I'm a bit pusher.  I push bits.,407,358,13,,344
431,4022,2008-08-05T17:00:01.857,Mario Marinato,2019-02-28T11:18:50.390,http://www.osarcofago.blospot.com,"Rio De Janeiro, Brazil","<p>Java programmer and systems analyst.  Eclipse RCP developer.</p>

<p>Used to work with VB and C++.</p>
",507,372,1,,345
432,13296,2008-08-05T17:18:46.967,andrewrk,2019-02-28T21:53:55.490,http://andrewkelley.me/,United States,"<p>open source software developer</p>
",2097,676,473,,346
434,5960,2008-08-05T17:42:54.423,Nathan Bedford,2019-03-03T04:50:52.133,http://www.nathanbedford.com/blog/,"Farmington Hills, MI",In the process of transferring over my personal KB to stackoverflow...,221,610,16,,347
435,223,2008-08-05T17:58:35.017,TiTi,2014-02-11T21:21:02.063,http://www.google.fr/reader/shared/15098435215572676812,France,French IT guy!,97,8,0,,348
437,36744,2008-08-05T18:13:45.330,Patrick McElhaney,2019-03-02T00:26:36.277,http://patrickmcelhaney.com,"Waxhaw, NC, United States","<p>At the stage in my career where I tend to focus more on people than code. I still use Stack Overflow every day, but I'm more likely to be active on Twitter (<a href=""http://www.twitter.com/patrick_mc"" rel=""nofollow noreferrer"">@patrick_mc</a>) or <a href=""http://github.com/pmcelhaney"" rel=""nofollow noreferrer"">GitHub</a>.</p>

<p>As moderator for its first year, I helped get <a href=""http://ux.stackexchange.com"">ux.stackexchange.com</a> off the ground.</p>

<h3>Favorite Books for Programmers</h3>

<ul>
<li><a href=""http://rads.stackoverflow.com/amzn/click/0132350882"" rel=""nofollow noreferrer"">Clean Code</a> by Robert C. Martin</li>
<li><a href=""http://rads.stackoverflow.com/amzn/click/020161622X"" rel=""nofollow noreferrer"">The Pragmatic Programmer</a> by Hunt &amp; Thomas  </li>
<li><a href=""http://rads.stackoverflow.com/amzn/click/0131177052"" rel=""nofollow noreferrer"">Working Effectively With Legacy Code</a> by Michael Feathers</li>
<li><a href=""http://rads.stackoverflow.com/amzn/click/0201485672"" rel=""nofollow noreferrer"">Refactoring</a> by Martin Fowler</li>
<li><a href=""http://rads.stackoverflow.com/amzn/click/0672326140"" rel=""nofollow noreferrer"">The Inmates are Running the Asylum</a> by Alan Cooper</li>
</ul>
",3732,2606,28,,349
438,1852,2008-08-05T18:28:20.447,jdelator,2018-11-06T01:06:11.290,http://topreplays.com,"Seattle, WA",msftie,250,211,18,,350
439,1660,2008-08-05T18:36:05.377,KP.,2019-03-03T01:03:21.977,http://priester.net/,"St Augustine, Florida, United States","<p>Surfing Vilano since 1983</p>

<p>Manipulating the DOM since 1994.</p>

<p>First program Applesoft Basic on Apple IIe 1983.</p>

<p>Currently enjoying node.js, C# MVC Razor,  Xamarin, Ektron, WinPhone 10</p>
",455,278,3,,351
440,55,2008-08-05T18:55:42.967,PixelRobot,2015-08-27T09:01:37.443,http://pixelrobot.net,"Espirito Santo, Brazil",,41,1,0,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,352
441,271,2008-08-05T19:07:44.673,Peter Hession,2013-09-06T13:03:47.737,http://www.peterhession.com,"London, United Kingdom",Programming for over twenty years. Currently working in .NET for a financial software house.,76,3,1,,353
443,8488,2008-08-05T19:27:20.563,PaulStock,2019-03-01T17:48:52.020,http://www.stockconsultinginc.com,"Columbus, OH",.NET programmer and bicycling geek,534,1573,10,,354
444,2767,2008-08-05T19:31:46.717,Dan,2014-08-08T18:12:45.483,,,,255,298,48,,355
445,11137,2008-08-05T19:37:25.207,Calanus,2019-02-25T09:29:21.297,https://floodassist.co.uk,United Kingdom,"<p>c# and SAS (!) programmer from the UK, working in the life-sciences area</p>
",864,755,21,,356
446,22139,2008-08-05T19:46:59.320,andnil,2019-02-06T06:07:13.197,,Sweden,,540,297,19,,357
447,1043,2008-08-05T19:55:45.903,Alex,2019-03-01T01:34:28.673,,"Miami, FL, USA",,190,59,3,https://i.stack.imgur.com/3OjC5.png,358
448,2395,2008-08-05T20:14:14.413,Chris Benard,2019-03-01T04:04:33.207,http://chrisbenard.net,"Plano, TX, United States","<p>I'm a Senior .Net Software Developer in Plano, Texas working remote in the pharmaceutical industry on pharmacy and pharmacy-related software. I do lots of work with old, established technologies like NCPDP EDI and credit card processing. I do mostly backends on distributed, connected systems. Occasionally, I come here to help other people out or get an answer to something I've been banging my head on all day.</p>

<p><strong>Links</strong></p>

<ul>
<li><a href=""http://chrisbenard.net"" rel=""nofollow noreferrer"">My Blog</a></li>
<li><a href=""https://github.com/cbenard"" rel=""nofollow noreferrer"">My GitHub</a></li>
</ul>
",329,173,6,,359
449,64,2008-08-05T20:14:46.053,Mufaka,2008-08-06T17:58:40.740,,United States,,31,0,0,,360
452,3299,2008-08-05T20:53:49.390,Tony Wong,2018-01-12T22:34:17.187,http://bitfable.com,"Toronto, Canada",,355,72,1,,362
453,1507,2008-08-05T20:59:40.360,omar,2018-03-26T22:07:27.127,http://www.digitaltree.com,United States,,88,12,0,,363
454,312,2008-08-04T08:52:03.310,Mesidin,2014-01-09T22:06:46.670,http://www.minionstudios.com,"Casper, WY","Web programmer in Casper, WY.",93,62,0,,364
455,68,2008-08-05T21:42:19.603,Rob G.,2018-10-17T17:23:39.720,,"Glassboro, NJ",,24,1,0,https://i.stack.imgur.com/MwoTZ.jpg,365
456,43335,2008-08-05T21:47:05.117,wilhelmtell,2012-04-21T22:00:26.927,,,,3286,1298,70,,366
457,9894,2008-08-05T21:48:25.520,NilObject,2017-07-13T22:09:41.537,http://www.nilobject.com,"San Francisco, CA",,585,312,19,,367
459,27199,2008-08-05T21:54:42.903,dlamblin,2019-03-02T21:57:47.593,http://www.syntaxerr.org/~daniell,United States,"<p>I had something here once. It was about work.<br>
<code>#SOreadytohelp</code></p>
",2231,1167,156,,368
462,37904,2008-08-06T00:05:58.923,Greg Case,2019-03-03T02:07:42.667,http://news.ycombinator.com/user?id=gwc,United States,"<p>Software Engineer in New England.  These days I write C++ for a living.</p>
",1033,45,0,,369
463,1083,2008-08-06T00:13:18.193,Amr,2019-03-01T18:44:07.010,https://amreldib.com,"Vancouver, Canada",,189,466,11,,370
464,426,2008-08-06T00:15:02.167,Stan,2009-03-04T02:39:02.487,,Ohio,,43,373,0,,371
466,860,2008-08-06T00:59:59.050,Andrew Hampton,2019-01-25T21:14:58.253,http://twitter.com/andrewhampton,United States,"<p>BY DAY: Ruby/Rails, Javascript. BY NIGHT: Whatever seems interesting.</p>
",191,147,1,,372
468,485,2008-08-06T01:46:00.797,Chris Newman,2017-04-04T02:06:01.757,http://www.phase9studios.com,United States,,40,149,4,,373
470,6837,2008-08-06T02:58:55.330,flipdoubt,2019-03-02T13:54:12.203,http://dreamofblue.com,United States,"<p>Full-stack .NET and Javascript generalist by necessity.</p>
",743,1230,3,,374
472,1479,2008-08-06T05:36:48.180,Mario,2019-03-02T15:04:52.707,,"Waterloo, ON, Canada",,183,117,0,,375
473,8025,2008-08-06T05:51:32.440,sverrejoh,2019-02-15T05:23:50.220,http://www.sverrejoh.org,"Chandigarh, India","<p>Developer living and working in Chandigarh, India.</p>
",372,100,14,,376
475,11325,2008-08-06T07:16:20.927,Chris Roberts,2019-02-27T13:22:43.083,http://solutionmania.com,"Cheltenham, United Kingdom","<p>I'm a developer turned business owner working in Cheltenham, England.</p>
",936,134,22,,377
476,396701,2008-08-06T08:15:28.173,deceze,2019-03-02T21:35:12.053,http://kunststube.net,Germany,"<p>More or less independent web dude washed ashore in Japan.<br>
More or less recently more less than more.<br>
More recently also less Japan and more Europe.</p>

<p>Full-stack developer, most heavily focussed on web development. Has a background in system administration, so ""full-stack"" pretty much starts at putting CPUs on motherboards, via installing and configuring the OS, writing the backend and frontend, to designing the interface. Bread and butter is PHP, current favourite stack is Python, AngularJS and Polymer; has long standing love affair with Haskell, Erlang and others. Likes tweaking nginx configuration files for some reason.</p>

<p>Is writing articles about topics that keep popping up regularly on Stackoverflow but seldom get the treatment they require, like:</p>

<ul>
<li><a href=""http://kunststube.net/encoding/"" rel=""nofollow noreferrer"">What Every Programmer Absolutely, Positively Needs To Know About Encodings And Character Sets To Work With Text</a></li>
<li><a href=""http://kunststube.net/escapism/"" rel=""nofollow noreferrer"">The Great Escapism (Or: What You Need To Know To Work With Text Within Text)</a></li>
<li><a href=""http://kunststube.net/isset/"" rel=""nofollow noreferrer"">The Definitive Guide To PHP's isset And empty</a></li>
<li><a href=""http://kunststube.net/frontback/"" rel=""nofollow noreferrer"">Handling Unicode Front To Back In A Web App</a></li>
<li><a href=""http://kunststube.net/static/"" rel=""nofollow noreferrer"">How Not To Kill Your Testability Using Statics</a></li>
</ul>
",61283,11685,37630,,378
477,2327,2008-08-06T08:33:20.880,dalelane,2019-03-02T21:29:01.693,http://dalelane.co.uk/blog/,"England, United Kingdom","<p>Developer for IBM working on Watson</p>
",467,232,28,,379
479,5341,2008-08-06T08:37:10.967,Christopher Mahan,2019-02-09T23:40:32.710,http://christophermahan.com/,"Los Angeles, CA","<p>I code for Bank of America, and they pay me. </p>

<p>I write fiction, poetry at <a href=""http://christophermahan.com/writings/"" rel=""nofollow"">http://christophermahan.com/writings/</a></p>

<p>I also write the poems on twitter.</p>

<p>See me there at <a href=""https://twitter.com/chris_mahan"" rel=""nofollow"">https://twitter.com/chris_mahan</a></p>
",1175,505,34,,380
480,306,2008-08-06T08:40:05.797,mdy,2010-07-15T06:04:07.983,http://twitter.com/mdy,Asia,Tech addict. Doting aunt. Alto. Email and Twitter junkie. Part-time blogger. Perennial dieter. Erstwhile writer. Quarterly editor.,92,49,0,,381
481,2759,2008-08-06T08:40:41.380,Dragan Panjkov,2019-02-15T19:53:58.253,http://www.dragan-panjkov.com,Germany,"<p><strong>K2/SharePoint consultant</strong><br /><strong>Office 365 MVP</strong><br />#SOReadyToHelp<br /><p><a href=""http://www.dragan-panjkov.com"" rel=""nofollow""><a href=""http://www.dragan-panjkov.com"" rel=""nofollow"">http://www.dragan-panjkov.com</a></a><br /><a href=""http://twitter.com/panjkov"" rel=""nofollow"">@panjkov</a></p></p>
",341,82,1,,382
